index,theta,m,y,c,t,delta
2337,1.5,0,inf,4.1047767834350894,4.1047767834350894,0
2928,0.1,0,inf,0.9540430588863329,0.9540430588863329,0
2989,2.5,4,0.2146263519604862,2.3953641934713166,0.2146263519604862,1
1267,1.5,2,0.2515181178157521,5.735780115674417,0.2515181178157521,1
9765,2.5,0,inf,2.5308366971979783,2.5308366971979783,0
3862,2.0,1,2.660682132656467,1.7591183611618677,1.7591183611618677,0
2851,0.8,1,0.8328424758077076,5.89665926799686,0.8328424758077076,1
341,0.1,0,inf,3.1452302547592175,3.1452302547592175,0
138,1.5,0,inf,1.7942422579349608,1.7942422579349608,0
1166,2.5,1,0.928279365931306,1.0213863158113876,0.928279365931306,1
2198,2.0,2,0.3706107150479229,0.7699785830028731,0.3706107150479229,1
7642,2.5,2,0.478634914674231,3.2231949702931058,0.478634914674231,1
8002,1.5,5,0.5809949464220888,5.769388819449602,0.5809949464220888,1
4718,0.8,1,0.8240549276332764,5.554248110345899,0.8240549276332764,1
9313,2.0,3,0.5151680737879616,6.4969344048562565,0.5151680737879616,1
187,2.5,1,1.0294104512430975,1.3268831966838437,1.0294104512430975,1
1377,2.5,0,inf,0.7968683469647951,0.7968683469647951,0
188,2.5,6,0.03102066876676446,6.4392401032375215,0.03102066876676446,1
4633,0.8,2,1.9650966831436152,1.7446998382419365,1.7446998382419365,0
1318,2.5,3,0.07026451752352114,4.050963495976066,0.07026451752352114,1
6949,1.5,3,0.3163588220220519,1.7906192637025509,0.3163588220220519,1
8880,0.8,1,0.6114601093742166,1.1580731504859771,0.6114601093742166,1
5035,2.0,1,1.6625895367513737,5.587933297211388,1.6625895367513737,1
1208,0.8,0,inf,3.4431581221041854,3.4431581221041854,0
2624,1.5,1,5.011797551462968,2.724473549894694,2.724473549894694,0
2429,2.5,5,0.4935737445728194,3.649013772379851,0.4935737445728194,1
5017,0.8,0,inf,5.463845379513873,5.463845379513873,0
8949,0.1,0,inf,1.0605295727530684,1.0605295727530684,0
6448,1.5,1,1.7940424940210027,4.013160955527073,1.7940424940210027,1
4395,0.8,0,inf,2.5402447831611856,2.5402447831611856,0
3177,1.5,1,1.087281483416426,1.9216566077303256,1.087281483416426,1
2731,2.5,1,0.4067997477025605,1.7985868727963326,0.4067997477025605,1
4679,2.5,5,0.03649748057816221,2.5193440797817104,0.03649748057816221,1
435,2.5,1,3.113673715442012,0.4847407908423484,0.4847407908423484,0
9863,2.5,3,0.23172923924528277,0.920349199181747,0.23172923924528277,1
175,0.8,1,0.22541182956948808,3.2335848281060398,0.22541182956948808,1
9334,0.1,0,inf,5.670175464736024,5.670175464736024,0
7883,0.1,0,inf,3.4504173863718424,3.4504173863718424,0
5627,2.0,3,0.07513793668151326,5.139840722734035,0.07513793668151326,1
9143,2.5,4,0.4866330660934466,0.6927011225440874,0.4866330660934466,1
6905,1.5,3,0.6849811149746647,1.9601337344641512,0.6849811149746647,1
5404,2.0,2,0.5218566533998531,5.7285685332531395,0.5218566533998531,1
4678,0.8,0,inf,1.6938783326769875,1.6938783326769875,0
426,2.5,1,1.1944838330493734,5.0829962912801605,1.1944838330493734,1
1412,0.1,0,inf,5.7839607554892325,5.7839607554892325,0
9933,2.5,2,0.6096553118549825,2.94369996712069,0.6096553118549825,1
4459,2.0,0,inf,2.120272471495944,2.120272471495944,0
6225,0.1,0,inf,2.1345117599001964,2.1345117599001964,0
2418,2.5,3,0.05041083707532504,4.566978099778395,0.05041083707532504,1
1560,2.5,5,0.08863515548246587,1.0405044405772117,0.08863515548246587,1
8760,0.1,0,inf,5.423395105516345,5.423395105516345,0
1052,0.1,0,inf,4.473990210898596,4.473990210898596,0
5085,2.0,3,0.15666009916723403,5.001434069185877,0.15666009916723403,1
8059,0.1,0,inf,4.761564903050811,4.761564903050811,0
7476,2.0,2,0.12292776661799491,4.665008616262825,0.12292776661799491,1
9198,0.1,0,inf,3.5622395187669524,3.5622395187669524,0
6734,1.5,6,0.14434882605231414,1.6348318540356024,0.14434882605231414,1
434,1.5,3,0.08483423444013079,2.9831355301325937,0.08483423444013079,1
4394,2.0,1,0.023195289311114673,1.3399526572552218,0.023195289311114673,1
2770,0.8,0,inf,5.215002205347917,5.215002205347917,0
8790,2.0,3,0.6231163134961186,0.9835010587672032,0.6231163134961186,1
1111,0.1,0,inf,5.731186583108779,5.731186583108779,0
8368,0.8,1,0.8497778578195639,4.491198022873615,0.8497778578195639,1
229,0.1,0,inf,5.502856447099228,5.502856447099228,0
6068,1.5,2,0.5109844344659004,4.417199490768947,0.5109844344659004,1
9554,2.0,1,2.9738655243098666,1.6147517575293808,1.6147517575293808,0
1548,1.5,0,inf,4.524496802391901,4.524496802391901,0
3890,2.0,0,inf,2.7319721711346663,2.7319721711346663,0
263,0.1,0,inf,2.5437452345068734,2.5437452345068734,0
7638,2.0,1,1.3612471005966804,2.861333571144283,1.3612471005966804,1
