index,theta,m,y,c,t,delta
41833,0.1,0,inf,1.1141178683894963,1.1141178683894963,0
30510,1.5,3,0.12404540233563853,1.2344526402664813,0.12404540233563853,1
59286,2.0,4,0.07608447600930594,5.517549489261074,0.07608447600930594,1
51389,0.8,2,0.9464773877983716,2.590003569049209,0.9464773877983716,1
56018,0.1,0,inf,0.8444894363013219,0.8444894363013219,0
4712,0.1,0,inf,0.11466557405805414,0.11466557405805414,0
52475,0.1,0,inf,3.3800109695755114,3.3800109695755114,0
37522,2.0,2,0.0927660982061109,5.83938944894195,0.0927660982061109,1
40461,0.1,0,inf,0.14959776262517194,0.14959776262517194,0
35987,2.5,2,0.8132087136012025,1.7002804163605147,0.8132087136012025,1
31664,2.5,1,0.18084584742536386,2.0607899479503984,0.18084584742536386,1
45696,2.5,2,0.9785993299336919,3.967657730531377,0.9785993299336919,1
14980,0.1,0,inf,1.1253721348430517,1.1253721348430517,0
49926,1.5,0,inf,1.057580811560061,1.057580811560061,0
49130,2.5,0,inf,1.8983565435116008,1.8983565435116008,0
31940,0.1,0,inf,5.569027324980745,5.569027324980745,0
20731,2.0,2,0.29561632470638216,2.5305102865660314,0.29561632470638216,1
52699,0.8,0,inf,6.443506286428862,6.443506286428862,0
15960,2.5,3,0.4475854841136734,3.18560496477646,0.4475854841136734,1
47194,2.5,4,0.06423457770525594,2.710332211547104,0.06423457770525594,1
13891,0.1,0,inf,0.1569080928012382,0.1569080928012382,0
44728,2.0,1,0.5748991517984403,5.829610043076389,0.5748991517984403,1
24374,2.0,4,0.07032506451106334,2.068144751733985,0.07032506451106334,1
31152,0.8,0,inf,5.6270972554145615,5.6270972554145615,0
55075,1.5,1,0.9337130050767701,2.865093088676943,0.9337130050767701,1
3564,0.1,0,inf,4.200445346391131,4.200445346391131,0
9142,0.1,0,inf,2.377872035284858,2.377872035284858,0
16510,2.5,0,inf,6.253263477834789,6.253263477834789,0
57885,2.5,3,0.18144480480083083,3.1350413957420527,0.18144480480083083,1
52204,1.5,2,0.14920667259021964,3.772122974302783,0.14920667259021964,1
38330,2.0,1,0.31564685689015604,1.0707544934982463,0.31564685689015604,1
38436,0.1,0,inf,0.31185979565581534,0.31185979565581534,0
46674,2.0,3,0.11116799237001229,4.596335821659037,0.11116799237001229,1
1406,2.0,5,0.07084629586555016,1.1298808973111314,0.07084629586555016,1
5726,0.1,0,inf,1.827637581439308,1.827637581439308,0
52939,2.0,0,inf,2.5558109190825773,2.5558109190825773,0
5462,2.5,3,0.9279961459477931,2.135142239467646,0.9279961459477931,1
32749,2.0,3,0.03765467539561299,2.7084397672206326,0.03765467539561299,1
39760,0.1,0,inf,5.96498182190998,5.96498182190998,0
52140,2.5,8,0.0043031881748106515,1.225829659612311,0.0043031881748106515,1
26783,0.8,0,inf,5.9651794093536425,5.9651794093536425,0
28622,2.0,4,0.06244707823190206,0.3702043254710974,0.06244707823190206,1
1167,0.8,0,inf,1.3492911088900243,1.3492911088900243,0
22392,1.5,1,0.6814159721186698,0.6749773092332022,0.6749773092332022,0
21475,1.5,2,1.7838914167457214,3.154445736251129,1.7838914167457214,1
32848,0.8,0,inf,3.989015609562462,3.989015609562462,0
12668,1.5,0,inf,4.802397675073414,4.802397675073414,0
59417,1.5,0,inf,6.283671657744618,6.283671657744618,0
47166,2.0,2,0.9747335124122836,4.160189801942667,0.9747335124122836,1
7174,0.8,1,0.2603723416744738,0.08892784998687381,0.08892784998687381,0
6375,2.0,1,0.28979499844929263,3.6621552201582745,0.28979499844929263,1
19845,0.1,1,0.6554433609999313,0.7561517809952961,0.6554433609999313,1
8507,2.5,2,0.04594899883671979,3.4830642042393887,0.04594899883671979,1
3928,1.5,0,inf,4.507120580883963,4.507120580883963,0
29959,2.0,2,0.21834206277494284,0.8789071146264373,0.21834206277494284,1
56585,0.1,0,inf,5.674483189032816,5.674483189032816,0
9157,0.1,0,inf,3.646592845473926,3.646592845473926,0
49858,2.0,7,0.009374912662228585,3.2564344893013137,0.009374912662228585,1
32105,2.5,1,0.9655816350376611,4.169332028234125,0.9655816350376611,1
52759,2.0,4,0.20353215744865438,5.0771653779436345,0.20353215744865438,1
30005,1.5,1,0.36236382249631854,4.075129618656882,0.36236382249631854,1
9296,2.0,2,0.2721961571364951,5.993232474090914,0.2721961571364951,1
58434,0.8,2,0.516286232645089,3.2335365052457137,0.516286232645089,1
34093,0.8,1,0.39989838268476835,1.087174092087312,0.39989838268476835,1
26952,0.8,0,inf,2.6862130023710797,2.6862130023710797,0
48018,2.0,0,inf,4.025517965224278,4.025517965224278,0
3332,0.8,1,2.5069521649548205,1.6360937286613375,1.6360937286613375,0
33289,0.8,0,inf,0.47864808703237693,0.47864808703237693,0
35557,2.5,3,0.2642062577908168,1.9037939745966401,0.2642062577908168,1
53338,0.1,0,inf,0.47362527886431216,0.47362527886431216,0
32641,0.1,0,inf,2.4677996725625837,2.4677996725625837,0
32560,2.5,3,0.9441819963953809,2.704854160295366,0.9441819963953809,1
48583,2.5,4,0.28651284485839634,4.684321784298647,0.28651284485839634,1
10940,2.0,4,0.23280602975878473,6.002551148147123,0.23280602975878473,1
15906,2.0,1,1.2076978216067258,1.071174340290831,1.071174340290831,0
51551,2.5,1,0.5935044355727607,3.713605836570071,0.5935044355727607,1
19870,2.0,3,0.38183605079082716,1.9450220071643254,0.38183605079082716,1
25305,0.8,0,inf,4.311625701838744,4.311625701838744,0
868,2.0,3,0.9605206553660716,6.093518066205983,0.9605206553660716,1
44081,2.0,2,0.18905703018824363,1.1016101513773995,0.18905703018824363,1
50237,2.5,0,inf,5.788983099707353,5.788983099707353,0
4117,0.1,0,inf,6.200717683949486,6.200717683949486,0
57565,0.1,0,inf,1.8776884542275647,1.8776884542275647,0
17699,2.5,3,0.4646660502623856,0.9696884044716625,0.4646660502623856,1
8063,0.1,0,inf,1.8358551244535806,1.8358551244535806,0
9070,0.8,1,2.005630367428202,2.3095721788327026,2.005630367428202,1
47103,1.5,0,inf,0.8948722653353606,0.8948722653353606,0
23186,2.5,5,0.06223544330183995,3.471617334633949,0.06223544330183995,1
2035,0.8,0,inf,3.3740873425224915,3.3740873425224915,0
20689,0.8,1,1.5139739265634857,5.243780990789504,1.5139739265634857,1
32628,2.0,0,inf,1.6183725025679991,1.6183725025679991,0
27061,2.5,3,0.12324000103504756,3.0239128543617704,0.12324000103504756,1
11885,1.5,2,0.017098127250566655,1.8838115895167309,0.017098127250566655,1
35003,1.5,3,0.2876740546869023,0.2743114458761784,0.2743114458761784,0
32786,2.0,1,0.16879187643900892,6.3228226402415775,0.16879187643900892,1
30311,1.5,3,0.5397384334113096,4.601467761607908,0.5397384334113096,1
53597,0.8,2,0.08659786337941117,4.577100717718158,0.08659786337941117,1
55363,2.0,4,0.12025858983920829,3.785119944660068,0.12025858983920829,1
9552,1.5,2,0.6784970490066211,1.3087132731643283,0.6784970490066211,1
25880,2.0,2,0.06182558736124093,2.2006564903996972,0.06182558736124093,1
51125,2.5,4,0.19040333913149277,5.257607665418122,0.19040333913149277,1
42551,2.5,0,inf,1.2847916848939942,1.2847916848939942,0
149,0.1,0,inf,0.7130544968457514,0.7130544968457514,0
17280,0.1,0,inf,1.1805787992428904,1.1805787992428904,0
54493,0.8,1,0.16469389331671103,5.338507637626424,0.16469389331671103,1
33413,0.1,0,inf,5.3593189317090255,5.3593189317090255,0
52070,0.1,0,inf,2.7085575839109337,2.7085575839109337,0
50916,0.1,0,inf,3.412758901019793,3.412758901019793,0
28,2.5,0,inf,4.371603971186326,4.371603971186326,0
41152,0.8,2,0.41017156966594936,4.369989751423207,0.41017156966594936,1
30689,1.5,1,0.4109055550302454,3.9286726691532103,0.4109055550302454,1
15844,2.0,1,1.7372245268163162,5.568082251675042,1.7372245268163162,1
54188,2.5,3,0.3523536460967647,3.4644239558502377,0.3523536460967647,1
54302,2.0,3,0.5453418661029716,0.1480758597821119,0.1480758597821119,0
25010,2.5,5,0.11003107994536244,2.857188536772092,0.11003107994536244,1
37914,2.0,4,0.09873234733270453,4.656849890092785,0.09873234733270453,1
33497,0.1,0,inf,3.4301526319511684,3.4301526319511684,0
11833,1.5,2,0.5243035780808812,2.8958205302867173,0.5243035780808812,1
46690,0.1,0,inf,6.287868707662463,6.287868707662463,0
22829,2.0,1,0.18702140956387245,4.5841865864796825,0.18702140956387245,1
57845,2.5,2,0.29901233251210774,6.459136376177946,0.29901233251210774,1
5308,1.5,0,inf,2.89279149684405,2.89279149684405,0
22730,2.0,3,0.4328102698131958,0.14596179709573304,0.14596179709573304,0
42008,2.5,1,0.6063163857801304,3.5802245848774277,0.6063163857801304,1
49157,2.5,0,inf,1.3674480486773966,1.3674480486773966,0
49888,1.5,1,0.5908607006613751,5.771272719187406,0.5908607006613751,1
58662,1.5,4,0.09309246400676324,2.254952131403688,0.09309246400676324,1
29931,0.1,1,0.10346397149703516,4.712401152241071,0.10346397149703516,1
36273,2.5,1,0.9086669883868925,0.6997509350725051,0.6997509350725051,0
7376,0.1,0,inf,4.890126550532736,4.890126550532736,0
592,0.1,0,inf,4.093491785359312,4.093491785359312,0
24205,2.0,1,0.19927296210366047,3.1033351157750246,0.19927296210366047,1
46293,2.5,3,0.21869646300547588,2.304760694540152,0.21869646300547588,1
58881,0.1,0,inf,2.07800718637082,2.07800718637082,0
21515,0.1,0,inf,4.185214884519668,4.185214884519668,0
40576,2.0,0,inf,3.123510414416499,3.123510414416499,0
35636,0.1,0,inf,0.4505862477456267,0.4505862477456267,0
19476,1.5,1,0.2308559487961255,5.184157060684364,0.2308559487961255,1
58323,0.1,0,inf,4.613037402925551,4.613037402925551,0
11024,0.8,0,inf,4.415484316663625,4.415484316663625,0
47271,2.5,4,0.09326826781450623,0.07098893847993598,0.07098893847993598,0
22768,2.5,2,0.19393397360301967,1.6668658749004654,0.19393397360301967,1
58817,2.5,1,0.37686517684077764,2.504639056726216,0.37686517684077764,1
29952,1.5,1,1.5554427688866124,2.0023287729198143,1.5554427688866124,1
17595,1.5,3,0.3665766171834935,4.656084017375719,0.3665766171834935,1
12476,2.0,8,0.076161577209096,2.871107337313024,0.076161577209096,1
525,0.8,0,inf,4.781600639836579,4.781600639836579,0
49002,2.5,2,0.8031267011862088,0.427860890484266,0.427860890484266,0
37584,0.1,0,inf,5.12991976628236,5.12991976628236,0
1026,2.0,2,1.9592393121906075,4.468598444187755,1.9592393121906075,1
1152,2.5,4,0.4197440948421092,3.3717293959503642,0.4197440948421092,1
8868,0.8,0,inf,4.295020585114212,4.295020585114212,0
31119,2.0,2,0.15031109733040193,4.872966914810216,0.15031109733040193,1
9797,2.0,2,0.2947762461212416,4.875895669865239,0.2947762461212416,1
14902,0.8,0,inf,3.8412953904732676,3.8412953904732676,0
29535,2.5,3,0.13875003527829965,4.62357053827794,0.13875003527829965,1
27780,0.8,0,inf,0.4983536803142815,0.4983536803142815,0
52387,0.8,2,1.7142381133292168,1.6138587348178044,1.6138587348178044,0
26769,2.5,2,0.11711422073635262,5.18988571578687,0.11711422073635262,1
59373,0.1,0,inf,4.785635034031741,4.785635034031741,0
