1,2,3,4,5
0.9762476,0.8020067,0.7285804,0.9927955,1.0232934
0.96058935,0.9464396,0.9062692,0.8125518,1.1341848
0.8212877,0.7509362,0.8491708,0.88534826,0.97529453
0.75429326,0.8449982,0.8522533,0.8765702,0.96769136
0.867561,0.75621486,0.76135975,0.82868207,1.1328835
0.8431169,0.98777884,1.0134667,0.9052868,1.0025488
0.77130467,0.8848717,1.0474766,1.0091894,1.0946435
0.72644454,0.8965198,0.96177256,0.9765357,1.0920484
0.84411156,1.0982898,0.87566257,0.86932546,1.0309877
0.7671882,0.8018179,0.85347915,0.88211274,0.9827305
0.78014046,1.0102595,0.98500174,0.99324894,1.0871639
0.8532007,0.95079756,0.898167,0.9876022,1.1481245
0.7723465,0.8674337,0.97436506,1.4201181,1.1189288
0.8533869,0.9209878,0.9147309,0.91542,1.059541
0.9982212,0.7505429,1.1298369,1.3502707,0.93924993
0.8733926,0.9061872,1.0244057,0.9719696,1.1563946
0.9169905,0.8992848,0.8556091,0.85652554,0.91250175
0.77978957,0.70277226,0.80361974,0.9313944,1.1385632
0.8319915,0.9158522,0.79138815,1.0150665,0.9928027
1.2056624,1.0605378,1.1178982,1.0581487,1.2912818
0.95587355,1.0806199,0.83638483,1.0201167,1.1338606
1.0614251,1.0122727,0.96427596,1.0295596,1.0055853
0.7771393,0.7727504,0.89321434,0.9575042,0.9724879
0.85681146,1.0755073,0.91362375,1.0653955,1.2572739
0.90573674,0.69426125,1.0232886,0.8703644,1.1401124
0.94701445,0.7834714,0.86868155,1.1053561,0.9130837
0.8506289,0.9985194,0.83773106,1.1144159,1.0925142
0.7195872,0.8354482,1.0149843,1.1408495,1.1663635
0.8241871,0.96675456,0.8349029,0.9608761,1.2267336
1.0733892,1.1414084,1.1123377,1.1390865,1.300963
0.85418814,1.0699081,1.0527831,1.1669692,1.2363144
0.8429801,0.83999586,0.96640015,0.83898056,0.84597737
0.6580114,0.837616,0.98759186,0.86936086,1.0240849
0.75371945,0.79691094,0.9881457,0.9883621,0.91146696
0.7200877,0.8180834,0.87924075,1.0353446,0.9836607
1.0086249,0.89035326,1.3263112,0.88402146,1.1742413
0.79755366,0.8536732,0.7652757,0.8557698,1.28067
1.0232152,0.9287872,0.984557,0.92553407,0.89530486
0.804425,0.87079805,1.0370318,1.1638126,1.2911625
0.91143274,0.78057075,0.95578814,0.8718953,0.9011403
0.8831331,0.95524627,0.9590772,1.1818694,1.2630732
0.96813154,1.0739241,0.8983634,0.88750786,0.95699793
0.93730366,0.8091555,0.86544096,0.8484343,1.0943322
0.8665595,1.0257427,1.0601676,1.0286268,1.0915154
0.945659,0.8520066,1.0311819,1.229617,1.2166148
0.7920552,0.9548868,0.88708156,0.8621186,0.928943
0.9780042,0.81916195,1.13603,1.0230296,1.1424345
0.7557229,0.898145,0.8864845,0.9404647,1.0000179
0.67591023,0.85375357,0.8852975,0.97133094,1.2001324
0.894504,0.70569235,0.9025358,1.0063051,1.0579643
0.813798,0.93912476,0.9032967,0.93841565,1.164465
0.7841714,0.7498924,0.8903193,0.805022,0.8359733
0.6339762,0.69165295,0.92151326,1.0736465,1.1544352
0.9306988,0.7631399,0.9754168,1.0022042,1.2352432
0.75304323,0.8221633,0.8414346,1.0212735,1.136834
0.7569345,0.9828295,0.86704135,0.7743239,0.88269526
0.7591724,0.83809185,0.87547797,1.093837,0.97593814
0.9630917,0.99930483,0.91686285,0.9950388,1.1940393
1.0347234,0.9567546,1.0123051,1.0830494,1.3928145
0.92774856,0.81400335,0.9197377,1.0034727,1.080127
0.8483691,0.91760457,0.82419306,0.9738203,0.9531108
0.90110654,1.0540942,0.91205597,0.9853279,0.96467894
0.954095,1.1379437,1.0255127,1.2399204,1.2408581
0.7823437,0.9092328,0.9296074,0.92497456,1.1565849
0.69619316,0.92943543,0.92421037,1.1563076,1.0107976
0.9191392,1.0413853,1.1200174,1.0687385,1.2834826
0.8064825,0.75748074,0.8582885,1.0279351,0.78392327
0.80025923,1.0260974,1.1000714,0.9036742,0.8190085
0.8504956,0.82856727,1.0148276,1.1287632,0.8712078
1.0132182,1.0087404,1.0796194,0.9351258,1.0747206
0.92456573,1.0101064,1.0263147,1.1224455,1.1981411
1.1270072,1.2785466,1.0771893,1.1497424,1.2369587
0.9544702,0.951748,0.9038715,0.96992713,1.1198843
0.901445,0.77936405,1.0001606,0.8386048,0.8949288
0.6951413,0.7576168,0.83610624,0.9094434,0.8315519
1.0250309,0.927605,0.99697345,0.9923916,1.1337924
1.0374799,1.1437258,1.2639897,1.1590797,1.1227765
1.1255367,0.9755776,0.99645597,0.85248905,0.99565566
0.9131811,0.9439285,0.994266,1.0438205,0.90685076
0.9222579,0.94372725,1.226803,1.0695848,1.1440488
0.8714166,0.82336783,1.0394219,1.0330133,0.9664421
0.8827352,1.0045111,0.9768804,0.95494777,0.9628155
0.956769,0.89027256,0.99953544,0.84564126,1.3461206
0.9239899,1.0478916,1.1793582,0.8205693,1.1378745
0.76709116,0.872223,0.95046985,0.98559743,0.9557413
0.9017927,1.0100461,1.1275882,0.87237513,1.1976619
0.9443695,0.78598374,0.92799205,1.1524658,1.1246114
0.7624049,0.7165944,0.8014331,0.7915881,1.035449
0.94494563,0.8724618,0.88580227,0.91712266,0.816088
0.90651906,0.9388218,1.0612551,0.99393755,1.1302998
0.9622086,0.93525714,1.1151257,0.90824133,1.0366058
0.88053066,1.030888,0.91842484,0.91411436,1.1436214
0.84020865,0.84514576,0.8660861,1.0869131,1.0530679
