index,theta,m,y,c,t,delta
51012,2.5,13,0.02175907313420428,0.21182547945761324,0.02175907313420428,1
44767,1.5,1,0.6430291065658733,6.3274849202583,0.6430291065658733,1
39341,2.5,6,0.08372916636471447,1.246230276700255,0.08372916636471447,1
38194,2.5,1,1.1718515002420895,4.527012157979266,1.1718515002420895,1
30488,1.5,3,0.15721362578900766,1.9953238352278018,0.15721362578900766,1
47485,2.0,0,inf,1.4017929252232313,1.4017929252232313,0
37866,1.5,0,inf,5.50899139336837,5.50899139336837,0
54127,2.5,4,0.030111588853757577,4.828303250079629,0.030111588853757577,1
2877,0.8,0,inf,4.886765559747592,4.886765559747592,0
11852,2.5,1,0.24996715789780835,6.47929308245887,0.24996715789780835,1
12925,0.5,1,2.2820606159674646,5.0126455793388365,2.2820606159674646,1
41744,2.0,0,inf,2.148816845645643,2.148816845645643,0
43476,1.5,2,0.7921407174927282,3.439506790433761,0.7921407174927282,1
21390,1.5,1,0.38352579847370244,5.8192699209641425,0.38352579847370244,1
48681,2.0,4,0.023789986909563587,3.912749849612437,0.023789986909563587,1
49480,2.0,1,0.5548656196719804,6.350651869275148,0.5548656196719804,1
53893,0.8,3,0.4512559655845316,4.503719195217375,0.4512559655845316,1
54952,0.5,0,inf,4.681396707300364,4.681396707300364,0
46955,0.8,2,0.058591612122876134,2.3310090822089977,0.058591612122876134,1
12614,2.0,3,0.5899874157454547,3.3020336727463957,0.5899874157454547,1
11581,2.0,0,inf,0.9355916948317852,0.9355916948317852,0
27869,2.0,2,0.243246029538651,5.257874939256495,0.243246029538651,1
37026,2.5,1,0.4602512123102882,0.7456957893185001,0.4602512123102882,1
23509,2.5,4,0.3286217815891359,4.034895589231135,0.3286217815891359,1
31743,2.0,3,0.23503965673516117,1.7442871943087783,0.23503965673516117,1
9102,0.5,1,1.9996299500123953,3.7244990885115135,1.9996299500123953,1
42983,1.5,1,0.055686053463480524,1.4449707918847285,0.055686053463480524,1
12277,0.5,3,0.10685208337595277,5.089836835859916,0.10685208337595277,1
38738,0.5,3,0.07899948090467944,5.90696227879111,0.07899948090467944,1
26827,0.8,0,inf,3.857533107069639,3.857533107069639,0
12747,0.8,0,inf,5.130383584551488,5.130383584551488,0
12364,2.5,3,0.9774631970966308,5.408297872744886,0.9774631970966308,1
44822,2.5,0,inf,5.576577576775386,5.576577576775386,0
32223,2.0,0,inf,3.4051281185960116,3.4051281185960116,0
33817,2.0,0,inf,2.405085314489292,2.405085314489292,0
2099,0.5,0,inf,3.046550225008533,3.046550225008533,0
2253,0.8,6,0.2599101755879073,5.123030893223428,0.2599101755879073,1
29745,1.5,0,inf,2.759211555932352,2.759211555932352,0
5715,1.5,1,2.2363988349402955,0.35163108513757363,0.35163108513757363,0
48290,1.5,3,0.10186380404601618,2.6855688269182942,0.10186380404601618,1
13626,0.8,0,inf,6.115867464413656,6.115867464413656,0
6594,2.5,0,inf,2.7316875154683866,2.7316875154683866,0
23897,2.0,0,inf,4.730588100428318,4.730588100428318,0
37764,1.5,0,inf,1.5704367219948987,1.5704367219948987,0
18670,2.5,6,0.09334579759169581,1.970993017323388,0.09334579759169581,1
58611,2.5,0,inf,1.2406392066624905,1.2406392066624905,0
26754,2.0,1,0.7685207517370153,3.5116128232622255,0.7685207517370153,1
57843,0.8,0,inf,6.451313934202534,6.451313934202534,0
2126,2.0,1,1.4433303478191002,2.4710619891276835,1.4433303478191002,1
52945,1.5,3,0.05498957815218556,2.0287037540302713,0.05498957815218556,1
58932,2.5,0,inf,5.622726892395269,5.622726892395269,0
50732,0.8,0,inf,2.336685796991008,2.336685796991008,0
1822,0.8,0,inf,1.7996371079818054,1.7996371079818054,0
12556,2.0,0,inf,5.009902897037371,5.009902897037371,0
54545,2.5,4,0.11395885428606631,3.036361727158262,0.11395885428606631,1
41877,2.0,3,0.07524759705110932,2.3560142182477883,0.07524759705110932,1
46118,1.5,1,0.7873308589754762,5.981693543818723,0.7873308589754762,1
56497,2.5,0,inf,2.387136009239901,2.387136009239901,0
20136,0.5,0,inf,5.0828412501266556,5.0828412501266556,0
32609,0.5,0,inf,5.794356408349743,5.794356408349743,0
32698,2.5,8,0.014990623348213845,1.0710522592986953,0.014990623348213845,1
31586,0.8,1,1.1781444291601504,0.4499456660457409,0.4499456660457409,0
4266,0.8,1,1.146772099753557,3.236281732655404,1.146772099753557,1
4853,0.5,0,inf,4.776311958537569,4.776311958537569,0
30163,1.5,1,1.8160832164422003,3.017134134726672,1.8160832164422003,1
17587,2.0,1,0.6339609777422767,5.92795041714274,0.6339609777422767,1
58934,1.5,2,0.25089294130108747,3.8598634664802662,0.25089294130108747,1
27204,0.5,0,inf,0.6598266747878301,0.6598266747878301,0
6134,2.5,1,1.8856674728231195,2.566815548442907,1.8856674728231195,1
43907,2.0,1,0.12420884949773983,0.12562417358973457,0.12420884949773983,1
1483,2.0,0,inf,2.281594930048979,2.281594930048979,0
14667,1.5,0,inf,4.510472045978186,4.510472045978186,0
33616,0.8,0,inf,2.2035914896017745,2.2035914896017745,0
59116,0.5,1,0.542074919489241,5.584784679008143,0.542074919489241,1
26372,2.5,5,0.06918565892548816,5.229544484009145,0.06918565892548816,1
56534,0.8,3,0.13631300609335503,1.1364790324711391,0.13631300609335503,1
21097,1.5,2,0.4971902814759879,6.3249535313627705,0.4971902814759879,1
25031,1.5,0,inf,2.94039925211377,2.94039925211377,0
12860,0.8,0,inf,0.14941522244386127,0.14941522244386127,0
23194,0.8,1,2.2806691146867815,5.419838960219563,2.2806691146867815,1
43469,2.5,2,1.0860135288063617,2.9482150130560925,1.0860135288063617,1
42028,2.5,3,0.3132794282631908,4.498305902242022,0.3132794282631908,1
9270,0.8,0,inf,1.657685974843373,1.657685974843373,0
26913,2.5,1,1.5695385568742746,0.11831779469494726,0.11831779469494726,0
44541,2.0,0,inf,1.7350275869290772,1.7350275869290772,0
31991,2.5,4,0.6510040844015157,2.9594147969051954,0.6510040844015157,1
15270,0.5,3,1.3778207255931727,2.2460185625201934,1.3778207255931727,1
25524,2.5,0,inf,1.585293034383667,1.585293034383667,0
22925,2.0,9,0.003745634685521225,2.5077653398154887,0.003745634685521225,1
48180,0.5,4,0.3483897234262884,0.7281713086829396,0.3483897234262884,1
17594,2.5,11,0.03276202120254326,6.096659680629804,0.03276202120254326,1
10559,2.5,5,0.02894849372852837,0.6701616189062499,0.02894849372852837,1
8550,2.5,0,inf,5.857290348373038,5.857290348373038,0
41037,0.5,1,0.0394595693927424,0.31499576368552035,0.0394595693927424,1
49607,1.5,0,inf,3.571240328633168,3.571240328633168,0
9739,1.5,0,inf,1.8108171122993255,1.8108171122993255,0
10337,1.5,1,1.9165671765403318,3.1659570565942716,1.9165671765403318,1
45075,1.5,0,inf,1.7501541612830058,1.7501541612830058,0
21345,0.5,1,2.0393387439253345,2.287160554984535,2.0393387439253345,1
28613,2.5,2,0.7524477533545848,4.509191484560941,0.7524477533545848,1
7466,1.5,0,inf,1.2009703911059941,1.2009703911059941,0
22392,1.5,0,inf,4.69772443247618,4.69772443247618,0
21736,1.5,2,0.49728626523566016,1.3453998657720287,0.49728626523566016,1
27217,1.5,0,inf,3.7168959289312844,3.7168959289312844,0
35767,1.5,2,0.8987085618235251,3.5102151342453376,0.8987085618235251,1
2404,2.0,1,1.4836227928385455,0.67201405910623,0.67201405910623,0
59014,2.0,1,0.3417453283386988,6.166496908851624,0.3417453283386988,1
36636,2.0,1,1.8207657981690966,0.4963071821887561,0.4963071821887561,0
46027,0.8,1,1.8544461281962126,0.343546951524157,0.343546951524157,0
46178,2.0,1,2.769625240098643,4.8479951918431325,2.769625240098643,1
48449,0.8,1,0.7943644560547383,6.438961988636664,0.7943644560547383,1
35287,0.5,1,1.5786978755874737,3.0003345044754037,1.5786978755874737,1
43412,0.8,1,2.3125076903481445,2.7746207485167536,2.3125076903481445,1
13089,2.5,4,0.0025710292040843265,1.6850548720275598,0.0025710292040843265,1
18799,2.0,1,1.0987634728248366,4.988903154095051,1.0987634728248366,1
54367,0.8,1,0.47520531126944526,1.693489114638336,0.47520531126944526,1
47658,0.5,0,inf,5.718806530840575,5.718806530840575,0
17196,0.8,0,inf,0.7743869715145473,0.7743869715145473,0
17426,2.5,2,0.2684260440013999,5.316276999242504,0.2684260440013999,1
39843,2.0,1,1.5807838534665601,6.2206650738116895,1.5807838534665601,1
4375,1.5,2,0.915498671699855,2.1716744867570297,0.915498671699855,1
50574,2.0,0,inf,4.943514107095436,4.943514107095436,0
841,2.0,4,0.030350259714599637,1.517942856729051,0.030350259714599637,1
29220,0.5,0,inf,2.2675516400913542,2.2675516400913542,0
29183,1.5,1,0.4600110228904477,3.497705565466501,0.4600110228904477,1
10395,0.8,0,inf,5.384762349657584,5.384762349657584,0
47716,1.5,0,inf,2.4642605463490987,2.4642605463490987,0
6491,2.5,0,inf,3.7023574883991475,3.7023574883991475,0
13254,0.8,1,2.744366111226043,3.0337321968802167,2.744366111226043,1
39877,2.5,2,0.5225006983798772,1.5698241824671326,0.5225006983798772,1
57146,1.5,0,inf,3.77135083622484,3.77135083622484,0
57121,2.0,6,0.24991896445380737,5.012390780033006,0.24991896445380737,1
35196,0.8,0,inf,1.4066600480067968,1.4066600480067968,0
59870,2.0,2,0.13823800462390917,1.2705314868960373,0.13823800462390917,1
31755,2.5,4,0.5786232736513375,0.7441301080285708,0.5786232736513375,1
27755,1.5,2,0.23451030032489018,3.5453350649274316,0.23451030032489018,1
49681,0.5,0,inf,5.729585771457806,5.729585771457806,0
54165,1.5,6,0.08641182474287276,2.673105976534372,0.08641182474287276,1
29153,0.8,0,inf,0.13146310571392095,0.13146310571392095,0
27300,2.5,3,0.5565635268594304,2.9775014612533206,0.5565635268594304,1
45533,1.5,0,inf,2.6312923007273397,2.6312923007273397,0
54575,2.0,2,0.23380153352387992,6.260995742865834,0.23380153352387992,1
10666,2.5,1,0.10195310462788156,6.036675900047072,0.10195310462788156,1
16730,0.8,0,inf,3.6737101644340866,3.6737101644340866,0
49975,0.8,1,5.172138785222272,6.349065213106946,5.172138785222272,1
57594,0.8,4,0.21689196967198043,1.0642135188003394,0.21689196967198043,1
33315,2.5,2,0.43399097222145366,5.579059999848403,0.43399097222145366,1
3020,2.0,0,inf,1.6549827241487636,1.6549827241487636,0
55135,2.0,1,0.6105927306504441,4.816437783180192,0.6105927306504441,1
32847,2.0,3,0.355310584433076,1.4306542273452523,0.355310584433076,1
3521,0.8,1,1.068638458310379,6.383667060112861,1.068638458310379,1
27527,0.8,1,2.680254133288558,6.069289287232773,2.680254133288558,1
6521,0.8,0,inf,2.8809690615323817,2.8809690615323817,0
1210,1.5,4,0.33756902662843585,3.1472414210936535,0.33756902662843585,1
6949,2.0,1,0.5183626057644769,3.644008049956319,0.5183626057644769,1
24824,1.5,0,inf,0.7315925340771632,0.7315925340771632,0
48728,2.0,0,inf,3.2259277832260826,3.2259277832260826,0
33810,2.0,5,0.2728269792713011,3.794953799514468,0.2728269792713011,1
35387,2.0,1,0.06094495005625439,3.362851688479076,0.06094495005625439,1
23884,2.0,3,0.8271371651111235,1.3688183166454884,0.8271371651111235,1
15136,0.5,0,inf,5.281256898814743,5.281256898814743,0
638,1.5,0,inf,2.123378539733064,2.123378539733064,0
