index,theta,m,y,c,t,delta
1493,2.0,2,0.2994773812851662,1.9174373612311573,0.2994773812851662,1
9751,0.1,0,inf,1.923904155777399,1.923904155777399,0
9764,0.1,0,inf,0.4675032654933055,0.4675032654933055,0
4440,0.1,0,inf,1.3406287205940197,1.3406287205940197,0
8712,2.5,2,0.5645151418595741,0.5518898504716384,0.5518898504716384,0
5091,0.8,2,0.019362414916035423,2.205966599383974,0.019362414916035423,1
9890,2.5,2,0.7568183670983293,0.5562872907675711,0.5562872907675711,0
5221,0.1,0,inf,3.2732456674452597,3.2732456674452597,0
4922,2.5,2,0.15246762907306968,2.790180079519565,0.15246762907306968,1
8992,1.5,4,0.04553661449148944,1.6059849890873146,0.04553661449148944,1
5071,2.0,0,inf,2.28849557078784,2.28849557078784,0
6416,0.1,0,inf,2.793446481763722,2.793446481763722,0
2086,2.5,4,0.2182107049741123,2.6705689809352156,0.2182107049741123,1
120,0.1,0,inf,2.6778496158561866,2.6778496158561866,0
3839,2.5,1,0.27440939773680295,3.29887281253254,0.27440939773680295,1
6524,1.5,0,inf,2.4334133177726995,2.4334133177726995,0
7917,0.8,1,1.957770661008447,2.256008012900417,1.957770661008447,1
6219,2.0,1,0.0672557886415225,0.14601836901141285,0.0672557886415225,1
6188,0.8,0,inf,0.42888578235749225,0.42888578235749225,0
656,0.1,0,inf,1.134545835820613,1.134545835820613,0
9051,2.5,6,0.07777123910384066,0.5952298247119074,0.07777123910384066,1
3288,1.5,1,0.8566596376503688,1.3857530222380827,0.8566596376503688,1
1661,1.5,1,0.2492063672754099,2.0770335456908637,0.2492063672754099,1
5736,0.8,0,inf,3.267822344423042,3.267822344423042,0
3270,2.5,3,1.6552945191820685,2.5970019904055763,1.6552945191820685,1
5185,0.8,0,inf,3.1369452124213866,3.1369452124213866,0
9782,0.1,0,inf,1.8125664441579263,1.8125664441579263,0
4172,2.5,1,0.9189626638586634,0.508388619781213,0.508388619781213,0
361,1.5,0,inf,2.806454955531915,2.806454955531915,0
6731,2.0,2,0.08331148421315752,3.191595139616728,0.08331148421315752,1
5255,2.5,4,0.03014860733680428,1.6255073881169257,0.03014860733680428,1
7639,1.5,3,0.128359552162901,1.550264234360405,0.128359552162901,1
4625,0.1,1,0.01162697724294679,0.7774919506038812,0.01162697724294679,1
1593,2.5,2,0.04870074847448678,2.36320932497601,0.04870074847448678,1
520,1.5,3,0.009343320205508697,0.44741114036911356,0.009343320205508697,1
8506,2.0,1,2.1043793477988726,1.535490479432581,1.535490479432581,0
5327,0.8,0,inf,2.7768726231169962,2.7768726231169962,0
607,2.0,1,0.21996079840770877,1.6052986412541366,0.21996079840770877,1
296,0.8,0,inf,1.9199028852824669,1.9199028852824669,0
8274,1.5,3,0.0918792021512839,1.8157221787421163,0.0918792021512839,1
6251,2.0,1,0.06300842347963272,0.44243286581502517,0.06300842347963272,1
7155,0.8,0,inf,2.8932097585859746,2.8932097585859746,0
7445,0.1,0,inf,1.9537404472514852,1.9537404472514852,0
88,0.1,0,inf,1.2253491086824522,1.2253491086824522,0
9451,0.8,2,0.19236277540102117,2.088470682631894,0.19236277540102117,1
381,0.1,0,inf,3.13254787172127,3.13254787172127,0
8191,1.5,0,inf,0.6279789132469992,0.6279789132469992,0
6950,0.1,0,inf,2.9090002523238057,2.9090002523238057,0
4861,2.0,3,0.602980203189796,1.9881993024115663,0.602980203189796,1
539,2.0,3,0.17763810086003573,2.0221608949968615,0.17763810086003573,1
3341,0.1,0,inf,0.6493700874679074,0.6493700874679074,0
1032,2.5,4,0.19629952126138778,0.21949851621690336,0.19629952126138778,1
526,2.5,4,0.0008425410848382941,3.4584962720809242,0.0008425410848382941,1
8510,2.0,5,0.31060473066113975,2.2326559569394258,0.31060473066113975,1
2119,2.0,0,inf,2.890723018188245,2.890723018188245,0
5950,2.0,2,0.5322235854620747,3.043500726395804,0.5322235854620747,1
9465,1.5,0,inf,2.397088619266319,2.397088619266319,0
859,0.1,0,inf,0.3960940898366848,0.3960940898366848,0
6703,2.0,2,0.5718495931288101,1.3638333040666704,0.5718495931288101,1
4300,1.5,2,0.34738589166406353,3.38661194166568,0.34738589166406353,1
2338,0.8,1,0.26188994818612116,0.26610707641632003,0.26188994818612116,1
8096,2.0,1,0.8329928557851666,0.60627014753543,0.60627014753543,0
2130,2.5,1,0.14114475570036147,0.46190429455487614,0.14114475570036147,1
6011,2.5,5,0.3281164358881158,1.93989923184225,0.3281164358881158,1
7059,0.1,0,inf,3.1355696395548014,3.1355696395548014,0
638,2.5,1,0.7237157250074289,2.663727853204135,0.7237157250074289,1
4592,0.8,0,inf,2.2244758627072954,2.2244758627072954,0
4345,2.5,2,0.10699072806843368,2.648148267989515,0.10699072806843368,1
3802,2.0,3,0.34877452075350407,0.2902295511299384,0.2902295511299384,0
497,1.5,2,0.2456285023739818,0.5042687191818643,0.2456285023739818,1
1127,1.5,2,0.27217447155617314,2.045539486904842,0.27217447155617314,1
161,1.5,0,inf,2.5745035868604,2.5745035868604,0
5509,2.0,2,1.9529934290874018,1.8773530283863793,1.8773530283863793,0
9241,2.0,5,0.009153018567791505,1.61245698811558,0.009153018567791505,1
7294,0.1,0,inf,0.7704943162325362,0.7704943162325362,0
8791,0.1,0,inf,3.1589675672024744,3.1589675672024744,0
8763,0.1,0,inf,2.44187780896638,2.44187780896638,0
8660,0.8,2,0.23195083943414263,2.8086220214848585,0.23195083943414263,1
1644,2.5,1,1.0031938829372462,2.1701262534900096,1.0031938829372462,1
9693,2.0,1,0.07569541328144767,2.347095067613287,0.07569541328144767,1
7669,2.0,0,inf,0.5049387769174382,0.5049387769174382,0
3456,1.5,2,0.2491667869760093,2.2360915831705777,0.2491667869760093,1
1703,2.5,1,1.005169801351126,3.242946276565503,1.005169801351126,1
1748,0.1,0,inf,1.376183789552728,1.376183789552728,0
1917,2.5,4,0.30550427160402677,1.7234586374607628,0.30550427160402677,1
8515,2.5,1,2.5372567078135093,2.060200330192552,2.060200330192552,0
8595,1.5,2,0.6161986952136678,2.530280098750909,0.6161986952136678,1
7975,0.1,0,inf,1.2419733880732777,1.2419733880732777,0
5943,0.1,0,inf,3.4967337068439805,3.4967337068439805,0
9881,1.5,3,0.0035158516316149686,1.5274077840790268,0.0035158516316149686,1
8220,0.1,1,0.23665455166283625,0.08921282029381607,0.08921282029381607,0
6685,0.1,0,inf,2.8047854578600746,2.8047854578600746,0
6479,2.5,1,0.07505323019304616,2.4027604395638393,0.07505323019304616,1
6146,1.5,1,0.21556816459118164,0.46587348764072195,0.21556816459118164,1
2785,0.1,0,inf,0.6728323082357408,0.6728323082357408,0
2012,2.0,3,0.04677169102261753,1.4942449014555288,0.04677169102261753,1
261,2.5,3,0.24224112237898995,2.2222690136945045,0.24224112237898995,1
918,2.0,4,0.019605876226139796,2.6134800138279806,0.019605876226139796,1
6971,2.5,1,0.5383618300310018,0.8068809789592164,0.5383618300310018,1
274,2.0,0,inf,3.3272489882628844,3.3272489882628844,0
7577,0.1,0,inf,2.694436853643438,2.694436853643438,0
1686,0.1,0,inf,0.7688270116164821,0.7688270116164821,0
7260,0.8,2,0.29472231964995765,2.6083141812923314,0.29472231964995765,1
2478,0.8,2,0.28122054188023393,2.6634329979339966,0.28122054188023393,1
1416,0.8,0,inf,2.9943988529029224,2.9943988529029224,0
8898,2.0,3,0.12431298988233863,3.245942651939003,0.12431298988233863,1
