1,2,3,4,5
0.85814166,0.98692054,0.9732226,1.0929602,1.0241387
0.7461991,0.8540244,1.0474468,0.9897061,1.2956696
0.84167016,1.0429072,1.1518155,1.0886294,0.9330594
0.98632944,0.66299623,0.93817675,0.7862468,0.8852685
1.3669981,0.9692956,0.9974702,0.97684187,1.1807173
0.9566472,1.0242682,1.0268055,0.95088613,1.1423923
0.8746709,0.9229187,1.0829289,0.9779466,1.47382
0.7672366,0.9388483,1.0990024,1.2987226,1.3435781
0.8555412,0.69106305,0.8893143,0.99777716,1.1424334
0.83293825,0.8203446,1.0799145,1.1880157,0.83410555
0.88954455,0.89726835,0.9730703,0.9949761,1.132785
0.6186024,0.7749639,0.85334235,0.8299197,1.0692068
0.5696772,0.8000893,0.8581134,0.9422293,1.039466
0.7461925,1.0010298,1.1161703,0.99267024,1.1031914
0.78204477,0.8125083,0.85308194,0.9752864,0.8151259
0.7038641,0.9534572,0.9749102,0.94350207,0.92280525
0.95975155,0.8413999,0.9003052,0.93924606,1.2667807
0.62217474,0.72147286,0.81769335,0.9541064,1.0709218
0.891423,0.7907553,1.0869687,0.8725472,0.999764
0.81621003,0.8359798,0.79462963,1.1447002,0.87677604
0.68998855,1.095687,0.94270086,0.8885191,0.9633045
1.1361763,0.7744234,1.0294126,1.009864,1.1060389
0.7232223,0.7282523,0.8313155,0.95826775,1.0544976
0.79101855,0.8670157,0.95590264,0.75618917,0.8533951
0.7433119,0.78121185,1.1450896,0.9672777,0.8237626
0.7926144,0.80135083,0.7540489,0.97831225,0.8532261
0.90744203,0.9678819,1.1275365,1.1791415,0.7999605
0.64986366,0.7504826,0.9773645,0.7948889,0.894743
0.9524602,0.89962053,1.1057506,1.1721903,0.9539275
1.2747376,1.0573838,1.0019248,1.0460387,1.0374675
0.96802473,1.1522175,1.0339448,0.99391156,0.9318149
0.53666866,0.61692506,0.76212656,0.9457996,0.8322302
0.7972436,0.8294967,1.0526364,1.0273423,1.1620028
1.0750108,0.8365344,1.0973253,0.99239886,0.9833778
0.7660366,0.93753105,0.94898796,1.14355,1.0132216
0.6485108,0.93263966,1.0634987,0.98077875,0.95153326
0.8800138,0.7543096,0.9573591,1.0685287,0.8668506
0.5762735,0.81837726,1.131138,0.8772032,0.86382854
0.7334653,0.92534,0.8843341,0.70969796,0.7637716
1.0152245,0.99290335,0.9659842,0.9182127,1.0951539
0.8694862,0.84512657,0.80927986,0.8519873,0.9829052
0.81734204,1.0127794,1.0060878,1.0554134,1.2196932
0.74916995,0.8936287,0.89905024,1.1256446,0.9360311
0.85923797,0.9984379,0.9393039,0.9404374,1.0115905
0.7967271,0.89403635,1.1651914,0.8997123,1.1377124
0.68738294,0.8424646,0.98787576,1.0939608,1.1758693
0.78304785,0.7541166,0.9706787,1.0016861,0.9778273
0.83470905,0.8392367,0.9037433,1.0591834,1.0370688
0.60122955,0.7141602,0.7467359,0.8073161,0.72025234
0.7959319,0.9219517,0.8112812,1.0866,1.0957795
0.7259502,0.8404159,1.0506284,1.2714274,1.0392381
0.86307603,1.0478607,1.010068,0.9051765,1.0591385
0.81110543,0.89739746,0.95353377,1.0201901,0.9434643
0.88333285,0.74914974,1.045312,0.85976756,0.7930309
0.9803552,0.9136909,1.0180584,0.88981885,0.85662925
0.77867675,0.79387116,0.8406968,0.9583339,1.3576064
0.7656427,0.9019427,1.0423065,0.95715654,1.1439998
1.0909668,1.1212807,1.1179503,1.1037564,1.2749164
0.64801687,0.80326253,0.9924425,0.98553145,1.0360075
0.8503637,0.81887954,0.8452593,0.82465506,1.2059675
0.7021724,0.85279363,0.8167273,0.92333436,1.0446004
0.8709157,0.9299397,1.0001376,0.930785,0.9168252
0.93091285,0.8561886,0.84202206,0.9012908,0.98216665
0.72192043,0.95503634,0.96519816,0.9885463,1.1084001
0.79643285,0.97460747,0.96173793,1.0019395,1.13074
0.7626637,0.8745026,1.0349503,0.8237906,1.2246716
0.660386,0.6733585,0.8488643,0.8868335,0.98317206
1.1348147,0.9788694,0.9472157,0.8714135,0.990675
0.9608374,0.902379,0.96362424,0.99748427,1.1802144
0.644971,0.77832544,0.9254986,0.87642694,0.962238
0.95339805,0.8449868,0.8488024,1.0251596,1.0256726
0.7587245,0.75611264,0.8889393,1.1592232,1.0104882
0.77142787,0.7759999,0.9989871,1.2504929,0.89928365
0.84347266,0.94531924,0.8985,1.0194765,0.9529244
0.7919959,0.9083907,0.891779,0.96359307,0.9410685
0.76526,0.9863706,0.9283649,1.0512381,1.0118796
0.80577105,0.8492485,1.0400611,1.0754791,1.3247573
0.7608127,0.7941716,0.9200559,0.83126974,1.1609999
0.6751089,0.97437644,0.8377388,0.9559577,0.84879714
1.1003437,1.0080266,1.02234,1.1123377,1.1472611
0.83174616,0.7976794,1.09093,0.91439354,0.972006
0.6583131,0.8611898,0.9841433,0.9393591,0.9825263
0.717978,0.86180896,0.7954509,1.0314668,1.1050053
0.80762833,0.93572706,0.8976663,0.94748914,1.034272
0.7977894,0.75997734,0.83614105,0.99334735,0.9965291
0.9753075,0.8699332,1.0332322,1.0119796,1.347505
0.8518288,1.0418825,0.8469863,0.84524286,1.0757192
0.6177167,0.7839413,0.76104295,0.84844244,0.927091
0.8290307,0.79307246,0.9045164,1.0436664,1.0996686
0.45377475,0.6176633,0.98812,0.94571877,1.0880569
0.7652679,0.8592969,1.0207863,1.084259,0.7946569
0.81641454,0.9371786,1.0292782,1.0380679,0.9829585
0.8802023,1.0024663,0.92147624,0.94315463,0.88542247
0.9284473,1.0958664,1.0165621,0.86695844,1.2615085
0.80398846,0.788786,0.804818,0.99408656,1.1010706
0.9037191,1.104878,1.0860567,0.8365108,1.1570444
0.7044445,0.9375241,1.1483432,0.9711554,1.0694975
0.7020646,0.80295014,0.7712428,0.8775922,0.7984158
0.80392665,0.7696557,0.92518616,0.93429726,0.91012543
0.8173247,0.78272134,0.8863341,1.0306754,0.93796015
