1,2,3,4,5
0.9614676,1.0447476,1.112454,1.1188248,0.9382185
0.9961799,0.85173434,0.92011917,0.8621208,1.1981162
1.0677936,0.98325324,0.9472699,1.1371658,0.9160299
0.809268,1.1371543,0.98277813,0.9515204,1.2438961
0.9718917,1.1427951,1.1015012,1.055822,1.0425582
0.92074186,0.9978824,1.1444688,0.99452716,1.1069045
0.87520933,1.0211165,0.85437566,1.012204,1.1123339
1.030657,1.0686212,0.9254183,1.1367806,1.1409826
1.0016001,0.99918854,0.92697465,0.8289923,1.1718333
1.138648,0.96330655,1.1820546,1.1536603,1.0439087
0.94292223,1.0905232,0.91570807,1.1502993,1.1230497
0.8773426,0.83125985,0.8474906,1.0628425,1.0286334
1.0134404,1.1531081,1.0750736,1.3332807,1.0886575
0.8130211,0.7811875,0.85176253,0.9272678,1.108916
1.018869,1.0068104,0.9207645,1.2317252,0.9864892
0.88469887,0.8981221,1.0642803,0.9702254,1.0011274
0.86846024,0.89839685,1.1116307,1.1073877,1.1146786
0.99341035,0.980897,0.8905578,1.1162306,0.92493
0.95396477,0.96523374,1.0367053,1.0039349,1.0852233
0.9314245,1.070877,0.9133169,1.1286914,1.1359606
0.9549898,0.83633196,1.0418802,0.9237462,0.8284095
1.0374358,1.0071412,1.0759153,1.1247629,1.0616287
0.9513258,0.98874885,0.87728065,1.0129632,1.0653564
1.1830276,1.2327297,1.0080328,1.1354108,1.1402355
0.9547477,0.9350624,0.9869276,1.0177534,1.2645658
0.9145136,0.97525007,1.041457,1.0517554,1.0238581
0.78168386,0.8838654,0.8730064,0.81204313,0.92745924
1.0174254,1.0358689,1.065323,1.128046,1.1005554
0.988152,0.94962937,1.0515476,1.1478682,0.85135293
0.95637435,1.0990058,1.1932738,0.8800324,1.0676029
0.7790623,0.99724686,0.9319281,1.1087059,1.1034143
0.94300795,0.87392336,1.1293585,1.2311496,1.2673048
1.0295454,0.9427988,0.82463926,1.0109239,1.0613735
0.938402,0.97129434,1.0685347,1.0511128,1.0505345
1.1501858,1.0390965,0.91819364,1.0991582,0.97151226
1.0328506,1.0435482,1.3486314,0.90456396,0.93951267
0.99885213,1.3503708,1.093595,1.0426371,1.4341002
0.9400047,0.71239954,1.1752075,1.0088437,1.216465
0.92144936,0.8684206,0.8552538,1.0057569,1.2209833
1.023869,1.0743102,0.94575703,1.0408163,1.3241183
1.169466,1.3297001,0.97439504,1.0436405,1.1204586
0.83979917,0.8462502,1.090154,1.0591052,0.8874208
1.0182626,0.97635627,0.98274565,0.8928662,1.0191894
0.98070294,0.9824106,0.9924668,1.209956,1.0825174
0.88048506,0.9449997,1.1888351,1.1005651,1.0911887
0.93636715,1.0505271,0.98480844,0.9469413,1.0371361
0.88335896,0.90073365,1.0787377,1.1272788,0.8890296
0.9250881,0.9012804,1.0575151,0.9910214,1.0124228
0.93200296,0.9100665,1.0813043,0.9035573,0.98696816
0.935904,0.9996073,1.042407,1.0332217,1.0369763
0.877597,0.88651145,1.0283893,1.211985,1.019551
1.3936621,1.1436955,0.95462006,1.0274994,1.0658401
1.0700258,1.0499762,0.9576909,1.042253,0.97271657
0.96182275,1.1465548,1.008408,1.0280238,1.2688644
1.0229597,0.8978069,1.0794363,0.9659818,1.0531563
0.9543118,1.098269,0.9263242,1.0854369,1.0460662
0.79630166,0.89961225,0.9305951,1.055158,0.82449496
0.8568211,0.8959217,0.94348615,1.048579,1.1711975
1.0133271,0.9781353,0.9935301,1.1965604,1.161044
1.0434933,0.9611155,1.0955625,1.0500329,1.1892985
1.1430866,1.0631166,1.0154053,1.0612687,0.9398295
0.90265554,1.0533975,1.0992036,1.0595264,1.1825349
