aucTrain,auctest,1,2,3,4,5
0.7624476603825229,0.7592844136217622,0.06308934092521667,0.0416267104446888,0.18521574139595032,0.21786199510097504,0.5551741719245911
0.8578786130674911,0.819252227916736,0.07072374224662781,0.16323699057102203,0.08186736702919006,0.24617953598499298,0.49795985221862793
0.7731892814968117,0.7632153280507781,0.11823771148920059,0.10303090512752533,0.3724142014980316,0.21037912368774414,0.9867200255393982
0.8863356571060104,0.8395325681042234,0.03587224707007408,0.025364473462104797,0.09389219433069229,0.1981339007616043,0.5044610500335693
0.7203169868858288,0.7343114748345362,0.05354192107915878,0.06816098839044571,0.07590416073799133,0.13080017268657684,0.616450309753418
0.820449072383475,0.722019637890256,0.04163488373160362,0.08137538284063339,0.18780797719955444,0.20432139933109283,0.426658034324646
0.8624986375627501,0.8185227505337388,0.04385288059711456,0.08956236392259598,0.15997685492038727,0.19045566022396088,1.0387382507324219
0.8697769100262789,0.8199771689575361,0.024324756115674973,0.0656796246767044,0.1344870924949646,0.12353120744228363,0.3647395968437195
0.8185815066068196,0.7877805655122487,0.05107051134109497,0.04876140132546425,0.072941854596138,0.2318609654903412,0.5822884440422058
0.8202740353067285,0.753630833132193,0.06299589574337006,0.10217743366956711,0.14266453683376312,0.17686645686626434,1.1634011268615723
0.8179733264040919,0.766150816301888,0.04864600673317909,0.03220284357666969,0.06719418615102768,0.15055029094219208,0.38810354471206665
0.8910947808394688,0.8363121029285339,0.044118236750364304,0.05900239199399948,0.15447479486465454,0.16847378015518188,0.5396600961685181
0.7605941342555554,0.7879728630262002,0.05011386051774025,0.06204370781779289,0.11872941255569458,0.1811939775943756,0.50468510389328
0.8282701855761998,0.7656424687891153,0.049387697130441666,0.06309173256158829,0.17163100838661194,0.20421193540096283,0.6274707317352295
0.8151606382629676,0.7497077349152466,0.03318040817975998,0.07467169314622879,0.09664614498615265,0.1802840679883957,0.4634201228618622
0.8439093752124607,0.7918619130724093,0.05234966054558754,0.06307254731655121,0.11174886673688889,0.24990278482437134,0.7678017020225525
0.8577709658143028,0.7924439115802294,0.046052027493715286,0.04904141649603844,0.1252979040145874,0.10538402944803238,0.4978865683078766
0.803733789089789,0.6749454552507079,0.05094568803906441,0.12601116299629211,0.09192080050706863,0.2502940893173218,0.49673572182655334
0.7896571387495301,0.7574881037542643,0.04289742186665535,0.0568515844643116,0.10434652864933014,0.20104144513607025,0.4921533763408661
0.8271364850233904,0.7630815556881879,0.021770842373371124,0.06398605555295944,0.15280093252658844,0.20583035051822662,1.1156326532363892
0.8116247337805413,0.7443536149866097,0.018053267151117325,0.04475807771086693,0.08624976873397827,0.22188079357147217,0.7090237736701965
0.8828508233226304,0.7988159588561903,0.07096108794212341,0.05944143608212471,0.16782136261463165,0.1986967772245407,0.44570428133010864
0.8624454758180423,0.8107061872920822,0.04861436411738396,0.050266243517398834,0.1090053841471672,0.21428370475769043,0.8222091197967529
0.8605453148793216,0.8180941363211323,0.05006909742951393,0.09102091938257217,0.03659152239561081,0.22364090383052826,0.662462055683136
0.7755539367002966,0.7318411713911339,0.04634770005941391,0.10331845283508301,0.19755445420742035,0.1944899708032608,0.6201679110527039
0.8728356106974275,0.795714210904087,0.058681704103946686,0.06410956382751465,0.09471432864665985,0.13888925313949585,0.3786473572254181
0.8464950742604063,0.7721905315773655,0.04319658502936363,0.06909909844398499,0.12291160225868225,0.18709443509578705,0.6848605275154114
0.7631631921100993,0.7111315113088017,0.036258116364479065,0.08609698712825775,0.15129795670509338,0.2657127380371094,0.48068708181381226
0.7536274596669563,0.7012296013440008,0.09754801541566849,0.10199572890996933,0.08193235844373703,0.19672457873821259,0.6619784235954285
0.8653886897713485,0.7965403777608286,0.040300026535987854,0.06086123362183571,0.2184591293334961,0.19902987778186798,0.7612061500549316
0.8889871597611215,0.770036927244182,0.03208073601126671,0.046652697026729584,0.09496985375881195,0.20441892743110657,0.4826682507991791
0.8293717233996893,0.7835589676825581,0.08058738708496094,0.10961055010557175,0.22363539040088654,0.32211214303970337,0.935040295124054
0.8602389015358107,0.8351384101896329,0.03541555255651474,0.047759056091308594,0.05204806849360466,0.1304440200328827,0.5096281170845032
0.8838572815110004,0.8064304775301421,0.025164609774947166,0.03956937417387962,0.12139356136322021,0.10032235831022263,0.47508370876312256
0.8540905860635166,0.7621319840897198,0.061698611825704575,0.11210434138774872,0.11457247287034988,0.05540009215474129,0.4392191469669342
0.875774826531376,0.7894411841761345,0.04625890031456947,0.07360003143548965,0.11596892774105072,0.1590462327003479,0.384149968624115
0.7952062060032554,0.7242646859305454,0.031016044318675995,0.0446808896958828,0.15255822241306305,0.1723829209804535,0.511730968952179
0.8687717308744792,0.8172457299166778,0.04625652730464935,0.029254000633955002,0.09244006127119064,0.13579456508159637,0.5319845676422119
0.7434176940233529,0.7608701160148128,0.034360505640506744,0.06683982163667679,0.16209512948989868,0.2550133764743805,0.7141603827476501
0.8557663915234524,0.8153720023207808,0.017932303249835968,0.029470451176166534,0.06246420741081238,0.09749554097652435,0.46350565552711487
0.7143913186048854,0.7697850251142309,0.06822299212217331,0.08736177533864975,0.13192982971668243,0.13709303736686707,0.7477817535400391
0.8834136402825001,0.8383159713044921,0.046091627329587936,0.0669158324599266,0.12065368890762329,0.2538571357727051,0.8643271327018738
0.8757295652076114,0.8038338123261517,0.04685331508517265,0.09073596447706223,0.2717881500720978,0.3335340917110443,0.6052029132843018
0.8245856265266249,0.7556785655363281,0.1153799295425415,0.07616791874170303,0.2665126621723175,0.21886307001113892,0.6491992473602295
0.7682751716430831,0.7245571266234976,0.04013999551534653,0.05554740130901337,0.1114516481757164,0.21343430876731873,0.6868494153022766
0.8832243766483349,0.7839423515039214,0.048780445009469986,0.08019692450761795,0.1498539298772812,0.17417651414871216,0.4865046739578247
0.8601869365177747,0.8016182697242168,0.02882070094347,0.05869513005018234,0.052742570638656616,0.15108472108840942,0.3988974690437317
0.8440576094675819,0.7278547605842147,0.048695679754018784,0.04809821397066116,0.13940435647964478,0.19801786541938782,0.8368409872055054
0.8515590009310625,0.7577803021985201,0.07280033826828003,0.09138184040784836,0.19239835441112518,0.23497092723846436,0.816237211227417
0.8811354632214398,0.8234289308843316,0.04915998503565788,0.057559821754693985,0.09905734658241272,0.13870392739772797,0.7674548625946045
0.8280884659189088,0.7429361187405921,0.032888270914554596,0.09145814180374146,0.141547292470932,0.25226137042045593,0.5585021376609802
0.8258742111724381,0.801590314136076,0.05609262362122536,0.0927092507481575,0.20882201194763184,0.23818740248680115,0.5269879102706909
0.7849261152483331,0.786614903704829,0.027424708008766174,0.10201096534729004,0.2175065129995346,0.27533602714538574,0.49647316336631775
0.8567714717585976,0.7417511777288899,0.017782405018806458,0.06018995866179466,0.08889271318912506,0.08522561937570572,0.35287100076675415
0.7807782164939545,0.7256500674408494,0.05415607616305351,0.1258227676153183,0.28276368975639343,0.20072177052497864,0.794529139995575
0.7594330963214372,0.842673964184908,0.03607103228569031,0.04787152633070946,0.09656679630279541,0.1758745163679123,0.5896837115287781
0.8834697917752012,0.7854806693335527,0.07652059197425842,0.03660283237695694,0.11856990307569504,0.08544854074716568,0.4860200881958008
0.8298828297251276,0.7628361478227983,0.049527693539857864,0.06821589916944504,0.11706133931875229,0.19840635359287262,0.4003428816795349
0.8734087293470201,0.8444089744028747,0.03299195319414139,0.06262350082397461,0.12986153364181519,0.12338024377822876,0.41749057173728943
0.8806379933627779,0.8205206865412291,0.016996698454022408,0.01509653776884079,0.07775487750768661,0.1091645136475563,0.3493603765964508
0.8603882614348773,0.8438172199559726,0.05323944613337517,0.07669471949338913,0.09647265076637268,0.19555996358394623,0.4062472879886627
0.8045801643450374,0.703929920163352,0.040035177022218704,0.07238347828388214,0.06802406907081604,0.23253455758094788,0.9652442336082458
0.8491952085674346,0.7160334082656025,0.06329094618558884,0.09512490779161453,0.16662810742855072,0.29365137219429016,1.3984980583190918
0.8851133735587156,0.8036269697677845,0.01895679533481598,0.04161332920193672,0.10144519060850143,0.11369853466749191,0.3574586808681488
0.8584473690058185,0.8224905357645051,0.026918940246105194,0.03754553943872452,0.08268151432275772,0.07752282917499542,0.32705655694007874
0.7534172686520282,0.7949526477793089,0.030313430353999138,0.05357686057686806,0.1431814581155777,0.13164688646793365,0.3660106062889099
0.8230138799225999,0.8315699903457932,0.06108289584517479,0.09370623528957367,0.08662935346364975,0.1124381422996521,0.426771342754364
0.8052584254306396,0.8010455413082098,0.02767818234860897,0.052404262125492096,0.10741617530584335,0.24896623194217682,0.7129913568496704
0.8431190078372571,0.79367529926129,0.04674186185002327,0.0783037319779396,0.12215481698513031,0.22623878717422485,0.779506266117096
0.7054548385052641,0.768768402932701,0.06352533400058746,0.08626335859298706,0.25161734223365784,0.2137838900089264,0.5080552101135254
0.5730078553103252,0.5768357442308772,0.0926828384399414,0.12224676460027695,0.18501155078411102,0.1869603395462036,0.5122929811477661
0.8604993640415254,0.8029286304999071,0.05884552001953125,0.05527687072753906,0.14681050181388855,0.21608304977416992,0.5763773322105408
0.8288521421609105,0.8107537218562236,0.03936431184411049,0.044981010258197784,0.09550749510526657,0.1807757318019867,0.7623185515403748
0.8857358659546779,0.8494193033899858,0.04464160278439522,0.041133929044008255,0.08990378677845001,0.18422432243824005,0.7557684779167175
0.8318774173545187,0.7928671064154036,0.027937227860093117,0.06363572925329208,0.1163397803902626,0.25401392579078674,0.4687533378601074
