1,2,3,4,5
1.622323,1.5640728,1.3573492,1.3611962,1.0087463
1.7378265,1.5811448,1.4139311,1.2508224,1.1041976
1.5923915,1.5309278,1.2710804,1.2643219,1.1194726
1.7116721,1.3924077,1.4886729,1.2208874,1.1422932
1.6283951,1.5888351,1.4220595,1.3187169,1.1992742
1.6567427,1.5622456,1.4069918,1.2089933,0.9543842
1.6354297,1.4648366,1.3768703,1.2224954,1.0717325
1.722808,1.4620125,1.2632136,1.2007586,1.0275413
1.5252602,1.3951935,1.2930318,1.2458402,1.1852472
1.6958328,1.4250803,1.2461661,1.1803317,1.0881476
1.689512,1.5309733,1.3983973,1.1752731,1.1198572
1.6269174,1.4800726,1.3007649,1.171327,1.1327779
1.3937979,1.418215,1.2827336,1.1368313,1.0278184
1.6386839,1.4361398,1.4455199,1.3473313,1.0848333
1.3979671,1.5648512,1.2691886,1.1865361,1.0859026
1.5244564,1.4677101,1.279098,1.2242157,1.1776688
1.662103,1.4785018,1.3913357,1.2735549,1.0540755
1.6708249,1.4075929,1.3849338,1.1323674,1.1025007
1.6396589,1.4770175,1.404346,1.299836,1.1343731
1.6941081,1.4842263,1.4264405,1.2987047,1.088179
1.6875342,1.4543729,1.3741727,1.1937886,1.116802
1.538578,1.3877757,1.276922,1.2890391,1.0250272
1.6166393,1.475885,1.3950487,1.2180055,1.0746878
1.5447935,1.377236,1.2540413,1.1893214,1.0296004
1.6514709,1.5303608,1.3221415,1.1137176,1.1045684
1.6530741,1.5950754,1.4039263,1.2350997,1.1182678
1.7364521,1.4043471,1.2913817,1.2665298,1.0011475
1.7060204,1.4916214,1.428228,1.2139641,1.0952098
1.6905282,1.4158083,1.346455,1.1523044,1.1506336
1.5256554,1.4665039,1.3111372,1.2256433,1.112979
1.584934,1.4551721,1.3088546,1.1293103,1.0752316
1.5949466,1.415999,1.2148249,1.2236403,1.211421
1.5462623,1.5423876,1.358629,1.1304619,0.972226
1.5828391,1.3650584,1.4124844,1.275105,1.0210451
1.5909942,1.4354714,1.4728425,1.1278968,1.1876979
1.555883,1.3829634,1.4589928,1.2537463,1.213081
1.6284983,1.4316461,1.265429,1.2363453,1.0042423
1.6056157,1.4892778,1.300455,1.1478281,1.1595265
1.5663222,1.5229887,1.2630264,1.1563146,1.1791654
1.6843044,1.4035509,1.2554123,1.1839572,1.1408321
1.5898372,1.5539507,1.3770394,1.2171458,1.075545
1.6078924,1.5080374,1.3505402,1.2227126,1.0227052
1.6274657,1.4718214,1.2893255,1.3302191,1.1092093
1.7235574,1.6655202,1.3968499,1.2261345,1.105102
1.7658868,1.5458118,1.3104255,1.2524886,1.1008904
1.6156732,1.4455377,1.4481004,1.2612791,1.1371619
1.5531948,1.4890604,1.3267823,1.2968007,1.1143245
1.5613893,1.5049399,1.3927573,1.254971,1.0213631
1.6805292,1.5626442,1.3356496,1.2896749,1.1167277
1.7437232,1.3985574,1.2904776,1.2579646,1.1453812
1.6537303,1.4798812,1.4048718,1.1416389,1.12301
1.6654423,1.4613123,1.3971739,1.2769784,1.0475922
1.6811448,1.5239105,1.3889015,1.1945342,0.98719746
1.5549957,1.4216359,1.3632925,1.0851178,1.0546532
1.5380204,1.4406263,1.4388402,1.1561966,0.9999795
1.695061,1.4709843,1.3859011,1.1840041,1.1502817
1.7319608,1.5046751,1.3279973,1.4258246,1.1325892
1.5882614,1.4105633,1.3640065,1.1196384,1.1330025
1.6031843,1.5087512,1.2623844,1.2086803,0.99852145
1.698875,1.4617583,1.2985659,1.307982,1.1970373
1.5114923,1.3910446,1.3124913,1.1950942,1.1126685
1.5946002,1.4912785,1.3639673,1.191102,0.9740079
1.4103376,1.460378,1.2617973,1.1969354,1.0717181
1.6997911,1.5420544,1.4621186,1.1522151,1.1580474
1.7956345,1.4358433,1.261699,1.2024679,1.0712545
1.5852791,1.4912837,1.2112396,1.1819855,1.141482
1.579772,1.6681328,1.4338411,1.3338186,1.085214
1.7450125,1.3692087,1.3105187,1.2026014,1.2199792
1.6684749,1.6191732,1.3757116,1.1638664,1.0640568
1.6475799,1.7078098,1.4772333,1.1869566,1.1167132
1.6997267,1.4694492,1.3525289,1.3099854,1.0222968
1.6123542,1.4302284,1.3148701,1.2275791,1.1001086
1.6851741,1.4738725,1.3478662,1.3128092,1.1666046
1.4905846,1.4721417,1.4565744,1.2666101,1.1466912
1.6529632,1.2826899,1.3599638,1.2130561,1.0870621
1.4927329,1.4952844,1.33241,1.3820112,1.2250379
1.523243,1.5718614,1.4188606,1.2476982,1.1067526
1.5820014,1.4622686,1.4291902,1.2152306,1.0688628
1.6187066,1.5150441,1.3363913,1.2491542,1.1189188
